532	3476	EMUI	1.3.2	0	zhuanjia	NewRoman	0	1	2	4	5	5	3	9	FHD	0	400	
2957	1755	zhouming	2.2.2	1	zhuanjia	Cooper	5	3	0	4	8	0	0	3	FHD	0	200	
1825	5621	yangcheng	1.2.0	1	xiaoting	Consolos	3	4	4	0	6	7	0	6	FWVGA	0	100	
539	1669	xiaoqi	2.2.2	1	xiaoting	Cooper	5	4	4	3	2	2	9	6	FHD	400	400	
2956	9531	EMUI	1.2.3	1	zhuanjia	Consolos	1	3	3	5	3	1	5	1	WVGA	3000	2000	
1826	9553	zhouming	1.2.3	1	xiaoting	NewRoman	0	0	3	9	7	8	6	7	QHD	0	400	
538	3562	husheng	3.0.1	1	zhuanjia	Cooper	0	0	2	9	9	5	7	0	HD	100	3000	
2959	1686	xiaoting	2.2.2	0	xiaoqi	Cooper	1	3	1	1	6	2	4	8	HD	500	2000	
1823	6726	zhuanjia	2.2.2	0	yangcheng	Consolos	2	3	4	8	7	6	8	8	HD	2000	2000	
537	2830	EMUI	2.2.2	1	EMUI	Default	2	1	3	8	3	4	1	3	WVGA	2000	100	
2958	5584	zhouming	1.3.2	1	xiaoting	Default	2	5	2	3	1	0	4	1	QHD	400	100	
1824	2510	yangcheng	1.3.2	0	zhuanjia	Consolos	3	1	5	9	8	3	1	8	HD	500	200	
536	7868	yangcheng	2.1.3	0	yangcheng	Default	4	0	3	3	5	0	0	0	QHD	0	400	
1829	8636	husheng	1.2.3	1	husheng	NewRoman	1	2	0	4	3	5	8	6	WVGA	1000	200	
1827	6777	husheng	2.3.4	1	xiaoqi	NewRoman	2	3	0	3	6	8	2	5	QHD	2000	200	
1828	1410	xiaoting	1.2.3	1	zhuanjia	Default	5	1	2	6	3	1	7	1	QHD	200	400	
1420	2770	zhouming	2.3.4	1	xiaoting	Consolos	3	0	1	4	8	6	1	8	FHD	3000	500	
1422	5024	zhuanjia	1.2.3	1	zhuanjia	NewRoman	0	4	4	8	3	4	8	2	WUXGA	400	3000	
1421	9353	xiaoting	1.2.3	1	zhuanjia	Consolos	0	5	0	4	4	7	8	1	WUXGA	500	2000	
1424	6855	zhouming	1.2.3	1	xiaoting	Consolos	3	2	5	7	6	6	2	9	HD	1000	2000	
1423	6580	zhouming	2.3.4	0	xiaoting	NewRoman	2	1	4	1	6	2	5	1	HD	1000	3000	
930	1605	xiaoting	1.2.0	1	husheng	NewRoman	4	2	1	5	0	0	5	2	WVGA	400	3000	
1426	4218	husheng	1.2.3	0	EMUI	Consolos	3	5	2	2	6	2	4	3	FWVGA	100	1000	
931	8900	yangcheng	1.2.0	0	EMUI	Consolos	1	3	5	0	9	7	9	0	HD	2000	400	
1425	5869	yangcheng	1.2.3	1	zhouming	NewRoman	1	2	3	4	9	5	0	7	HD	100	1000	
932	5533	yangcheng	2.1.3	1	xiaoting	Default	4	3	3	7	4	7	1	7	WVGA	100	2000	
1428	4522	EMUI	1.2.3	0	yangcheng	Default	1	1	1	9	4	0	6	9	WUXGA	100	200	
933	1099	xiaoqi	1.2.0	0	zhouming	Consolos	0	3	5	4	7	6	4	7	FHD	400	1000	
1427	9375	zhouming	1.3.2	0	xiaoqi	Cooper	4	2	3	3	0	5	6	0	WVGA	300	200	
934	4502	EMUI	2.2.2	1	zhuanjia	NewRoman	4	1	3	2	7	7	6	5	QHD	0	1000	
935	8966	EMUI	1.3.2	0	husheng	NewRoman	5	0	5	8	8	7	5	6	HD	300	1000	
1429	6804	xiaoting	2.1.3	0	EMUI	Default	1	1	5	3	1	0	5	5	FHD	1000	500	
936	4817	EMUI	1.3.2	1	zhouming	Cooper	4	4	3	1	7	7	4	3	QHD	100	400	
937	3278	xiaoting	2.2.2	0	xiaoqi	Default	4	0	4	9	7	6	1	0	FWVGA	200	3000	
938	3426	yangcheng	2.1.3	1	zhuanjia	Cooper	5	2	5	6	0	7	1	7	FHD	400	500	
939	1438	EMUI	1.2.0	1	zhouming	Consolos	3	0	0	5	3	0	3	1	FHD	300	200	
2940	2704	husheng	1.3.2	1	xiaoqi	Default	3	0	3	1	6	9	0	7	HD	500	500	
540	3801	EMUI	3.0.1	1	yangcheng	Consolos	4	0	2	2	5	2	4	9	WVGA	100	100	
3	9167	zhouming	1.2.3	1	xiaoting	Cooper	5	1	2	0	8	8	5	8	WUXGA	2000	200	
2	9843	xiaoqi	1.2.0	1	xiaoting	Consolos	3	0	4	8	1	7	5	3	HD	3000	1000	
929	6566	husheng	1.3.2	1	zhouming	NewRoman	0	3	4	1	9	8	1	2	FHD	1000	3000	
542	5470	yangcheng	2.3.4	0	yangcheng	NewRoman	3	5	3	8	5	2	8	7	QHD	2000	500	
1	8681	yangcheng	3.0.1	0	EMUI	Cooper	2	2	3	0	7	6	1	5	WUXGA	100	3000	
541	3263	husheng	1.3.2	0	zhouming	Default	3	0	0	9	8	7	1	5	WVGA	3000	2000	
0	4122	husheng	2.3.4	1	EMUI	Default	2	1	0	6	7	8	5	3	HD	200	300	
2944	1826	xiaoting	3.0.1	1	xiaoqi	Cooper	0	5	1	5	0	6	3	0	FWVGA	300	500	
544	6265	xiaoqi	2.2.2	1	zhouming	Consolos	2	4	1	7	0	3	0	4	WVGA	2000	100	
7	6691	EMUI	1.2.3	1	yangcheng	NewRoman	4	2	1	6	6	1	1	1	WVGA	3000	300	
2943	4545	zhouming	1.3.2	0	zhouming	Cooper	5	0	2	4	9	6	9	3	WUXGA	500	200	
543	3955	yangcheng	1.2.0	1	EMUI	NewRoman	0	4	4	6	7	5	8	0	FHD	2000	1000	
6	3460	zhouming	2.2.2	0	xiaoting	NewRoman	2	0	3	7	0	5	7	8	WUXGA	400	500	
2942	7170	zhuanjia	2.3.4	0	zhouming	Default	4	0	0	6	7	9	7	7	WVGA	200	300	
1810	5812	zhouming	1.3.2	0	yangcheng	Cooper	5	0	4	2	7	6	8	9	QHD	1000	0	
546	6893	xiaoting	2.3.4	0	xiaoting	Default	4	2	0	2	6	7	6	1	FHD	0	0	
5	1780	yangcheng	1.2.0	0	zhouming	Default	4	3	5	1	8	2	6	4	FWVGA	2000	3000	
2941	6479	yangcheng	1.2.3	1	yangcheng	NewRoman	4	0	1	9	9	7	2	6	HD	400	0	
1811	2825	EMUI	2.3.4	0	husheng	NewRoman	1	3	2	9	0	7	9	9	FWVGA	300	400	
545	1589	husheng	2.3.4	0	xiaoting	NewRoman	2	5	5	7	7	9	2	2	FHD	400	0	
4	8506	xiaoting	1.2.3	0	zhuanjia	Cooper	5	1	3	7	0	9	7	0	FHD	500	400	
2948	5970	yangcheng	1.3.2	0	xiaoting	Default	2	2	3	4	0	3	5	9	FWVGA	400	300	
1812	1311	xiaoqi	1.3.2	0	zhouming	Default	3	2	2	2	7	5	1	4	WUXGA	300	200	
548	3559	yangcheng	1.2.0	0	zhuanjia	Default	4	0	1	9	7	2	7	0	FWVGA	2000	100	
2947	8689	yangcheng	1.3.2	0	EMUI	Cooper	1	4	0	4	2	2	5	1	QHD	300	3000	
1813	1224	zhuanjia	1.2.0	0	xiaoting	Cooper	5	0	5	6	3	9	4	1	FHD	100	2000	
547	4790	xiaoting	2.3.4	0	yangcheng	Consolos	5	0	4	5	6	2	6	0	FHD	200	500	
2946	2489	zhouming	1.2.3	1	zhuanjia	Cooper	3	3	2	3	4	5	0	9	QHD	500	500	
1814	2850	zhuanjia	2.3.4	1	xiaoqi	Default	2	4	0	4	2	0	2	5	WVGA	3000	200	
9	8493	EMUI	1.2.0	0	EMUI	Default	5	4	3	4	3	1	8	0	FHD	2000	3000	
2945	5828	yangcheng	1.2.3	0	xiaoting	Cooper	3	2	2	8	2	1	3	7	FWVGA	200	400	
1815	5934	yangcheng	2.3.4	1	zhouming	Consolos	4	1	4	6	6	1	7	1	FHD	2000	0	
549	3908	yangcheng	1.3.2	0	zhouming	Consolos	5	0	4	2	0	4	6	9	WUXGA	100	500	
8	7591	xiaoqi	1.3.2	1	zhouming	Default	0	0	3	2	1	1	6	6	HD	3000	200	
1816	7778	xiaoting	2.2.2	1	xiaoting	Cooper	2	0	4	5	2	6	3	9	WVGA	200	2000	
1817	3075	husheng	3.0.1	0	xiaoting	Cooper	0	1	3	5	0	3	7	8	WVGA	2000	200	
1818	8116	husheng	1.2.0	1	EMUI	Consolos	1	3	0	2	5	7	3	2	WVGA	300	100	
2949	7628	zhuanjia	2.2.2	1	xiaoting	Consolos	1	5	0	4	1	2	5	7	WUXGA	0	300	
1819	3403	xiaoting	1.3.2	0	husheng	Default	0	4	1	8	9	0	7	4	FHD	100	200	
1437	8684	xiaoqi	2.2.2	1	zhuanjia	Cooper	4	0	0	7	1	2	5	7	QHD	500	0	
920	6556	zhuanjia	2.1.3	1	EMUI	Consolos	4	3	2	9	6	9	3	7	FWVGA	300	0	
1436	5267	husheng	1.3.2	0	husheng	Consolos	0	4	1	0	5	3	8	5	WUXGA	500	400	
1435	7438	yangcheng	3.0.1	0	zhuanjia	Cooper	1	5	3	8	8	5	1	0	WVGA	3000	2000	
1434	6722	xiaoqi	1.2.0	1	EMUI	Cooper	4	3	1	5	8	0	8	2	FWVGA	3000	1000	
1433	4725	xiaoting	1.2.3	0	zhuanjia	Consolos	5	0	0	6	6	8	8	8	QHD	2000	2000	
1432	1080	husheng	2.2.2	1	zhuanjia	Cooper	4	3	1	3	0	6	2	4	FHD	300	400	
1431	4074	zhouming	1.3.2	1	zhouming	Default	5	1	2	2	6	4	2	9	HD	300	3000	
1430	5292	husheng	2.1.3	1	xiaoqi	Consolos	1	3	1	2	7	9	2	4	QHD	300	400	
927	3222	zhuanjia	1.2.3	0	EMUI	Consolos	0	3	4	4	4	0	9	5	QHD	500	500	
928	6848	husheng	1.2.0	0	xiaoqi	NewRoman	0	0	0	3	2	7	8	3	HD	3000	200	
925	1943	zhouming	1.2.3	0	xiaoqi	Cooper	1	3	3	1	3	4	5	1	WVGA	100	0	
2980	5059	xiaoting	1.2.3	1	zhouming	NewRoman	5	1	1	4	2	9	7	4	QHD	1000	3000	
926	7390	zhuanjia	2.2.2	0	zhouming	NewRoman	0	3	1	5	5	2	4	4	WVGA	200	0	
923	5523	xiaoqi	1.2.3	1	zhouming	Consolos	4	2	3	5	7	5	3	1	QHD	0	0	
924	9331	husheng	3.0.1	0	yangcheng	Cooper	3	2	3	9	7	6	5	4	WUXGA	400	500	
921	1703	zhouming	2.2.2	0	zhuanjia	NewRoman	1	4	2	3	9	8	8	3	FWVGA	400	1000	
1439	5767	zhuanjia	3.0.1	1	yangcheng	Cooper	5	4	5	1	4	0	5	2	FHD	3000	300	
922	8238	EMUI	2.1.3	0	xiaoting	Cooper	2	0	5	6	4	2	6	2	FHD	200	500	
1438	1658	husheng	3.0.1	0	xiaoting	Consolos	4	2	4	1	5	6	3	7	HD	200	2000	
2975	2043	xiaoqi	1.2.3	0	xiaoqi	NewRoman	2	5	1	5	4	1	0	3	WUXGA	200	300	
1843	1321	husheng	1.2.0	0	xiaoting	NewRoman	3	0	2	6	2	9	9	2	FHD	100	500	
513	6029	husheng	2.1.3	0	xiaoqi	NewRoman	5	1	3	9	2	4	2	3	QHD	300	500	
2974	4009	zhuanjia	2.3.4	0	EMUI	Default	2	2	2	2	2	3	8	1	WVGA	300	300	
1844	5478	xiaoqi	2.1.3	0	husheng	Default	0	1	5	3	8	4	7	8	WUXGA	500	500	
512	5827	xiaoting	1.2.0	1	EMUI	Consolos	5	1	1	0	4	2	0	8	WUXGA	500	500	
2977	5963	zhouming	2.2.2	1	EMUI	Default	4	0	2	4	4	6	5	5	HD	0	0	
1841	3806	xiaoqi	1.3.2	0	EMUI	Consolos	5	1	5	4	2	0	6	7	FHD	200	3000	
511	7315	zhouming	2.3.4	1	xiaoqi	Consolos	5	1	1	3	7	0	2	0	WUXGA	400	3000	
2976	7188	zhuanjia	3.0.1	0	zhouming	Default	3	5	5	4	9	5	1	4	QHD	400	200	
1842	3712	xiaoqi	3.0.1	0	zhuanjia	Cooper	5	0	4	9	3	6	2	3	QHD	2000	2000	
510	9247	xiaoqi	2.2.2	1	zhouming	Consolos	3	3	4	2	3	1	5	3	HD	500	3000	
2971	5654	yangcheng	2.3.4	0	zhuanjia	Cooper	4	5	2	8	7	9	3	3	QHD	500	400	
2970	8606	xiaoting	1.3.2	1	zhuanjia	NewRoman	1	5	1	9	0	2	1	6	HD	100	0	
1840	3081	zhouming	3.0.1	0	yangcheng	Cooper	1	1	2	2	6	4	1	8	FWVGA	0	2000	
2973	4550	zhuanjia	2.3.4	1	husheng	NewRoman	4	0	3	7	3	4	1	7	QHD	3000	2000	
919	6855	husheng	2.2.2	0	xiaoqi	Cooper	2	0	3	6	8	9	5	9	WUXGA	3000	0	
2972	1762	husheng	2.1.3	1	EMUI	Default	5	5	5	6	2	5	2	3	QHD	300	2000	
918	2807	yangcheng	2.3.4	0	yangcheng	NewRoman	5	0	3	7	2	5	7	2	FWVGA	0	500	
1440	6662	yangcheng	1.2.3	1	zhouming	Cooper	1	3	5	7	5	3	0	3	HD	3000	3000	
1849	1175	zhuanjia	2.3.4	0	xiaoting	NewRoman	0	0	2	8	0	6	9	8	FHD	500	3000	
519	9841	EMUI	3.0.1	1	zhuanjia	Consolos	5	4	4	9	4	0	2	1	HD	0	0	
518	1880	husheng	2.1.3	0	zhuanjia	Cooper	1	3	4	0	8	6	5	2	FWVGA	3000	200	
2979	1074	EMUI	1.2.0	1	zhouming	Default	3	2	2	6	0	9	2	3	WVGA	100	3000	
1847	1614	xiaoqi	1.2.3	1	husheng	Consolos	2	0	1	6	6	0	1	2	WUXGA	200	3000	
517	2444	zhouming	2.2.2	1	zhuanjia	Default	3	0	0	6	8	2	7	8	WVGA	200	2000	
2978	5034	zhouming	3.0.1	0	yangcheng	NewRoman	1	3	1	7	7	1	7	4	QHD	100	0	
1848	1262	zhuanjia	1.2.0	0	xiaoting	NewRoman	5	2	5	0	6	4	4	7	HD	0	2000	
516	1554	husheng	1.2.0	0	xiaoting	Consolos	0	3	5	3	2	1	3	9	FHD	200	2000	
1845	1170	xiaoting	1.3.2	1	zhuanjia	NewRoman	5	3	1	0	5	0	3	4	WVGA	0	300	
515	8868	zhuanjia	1.3.2	0	zhuanjia	Consolos	2	1	0	9	6	3	4	6	HD	1000	200	
1846	1338	xiaoqi	1.2.3	1	EMUI	Consolos	4	1	5	5	1	7	7	9	FWVGA	200	400	
514	6279	yangcheng	2.1.3	0	zhuanjia	NewRoman	5	4	1	6	3	1	9	5	WVGA	500	2000	
1446	4037	zhouming	2.1.3	1	xiaoting	NewRoman	1	0	3	2	6	1	3	6	FHD	1000	400	
1445	1637	zhouming	2.3.4	0	xiaoting	Consolos	5	1	0	6	2	0	8	1	FHD	3000	0	
1448	9086	xiaoqi	2.3.4	0	zhuanjia	NewRoman	1	4	4	8	6	6	2	5	FHD	1000	300	
1447	6675	xiaoting	1.2.0	1	xiaoting	NewRoman	4	4	5	1	2	2	3	3	QHD	200	100	
1442	6621	xiaoqi	1.2.3	0	EMUI	Default	1	3	5	1	8	8	7	7	WVGA	300	0	
1441	5055	xiaoting	1.2.0	0	zhouming	NewRoman	5	4	0	5	3	9	5	9	FHD	400	400	
1444	3238	xiaoqi	1.3.2	1	zhouming	Default	2	4	0	6	1	6	6	2	WVGA	300	300	
1443	6482	zhouming	1.2.3	1	yangcheng	Consolos	0	3	0	0	4	2	2	4	FWVGA	1000	0	
914	1779	xiaoting	3.0.1	1	yangcheng	Cooper	0	4	2	4	7	4	0	5	WVGA	300	1000	
915	9028	EMUI	2.1.3	1	zhouming	Cooper	5	0	1	5	7	9	5	9	WUXGA	200	3000	
916	5931	husheng	2.3.4	1	EMUI	Consolos	2	4	0	4	5	4	0	4	FWVGA	200	0	
2100	1965	zhouming	2.2.2	1	xiaoqi	Default	5	3	4	7	3	5	0	5	HD	300	200	
917	7006	husheng	3.0.1	1	zhuanjia	Consolos	4	0	2	1	8	8	2	7	WVGA	500	300	
910	2069	EMUI	1.2.3	0	xiaoting	NewRoman	1	3	0	0	8	6	5	6	HD	100	300	
911	9123	zhouming	3.0.1	1	EMUI	Default	2	4	5	7	3	4	8	6	FWVGA	2000	100	
1449	4889	xiaoqi	2.3.4	1	husheng	Cooper	3	4	0	1	1	4	0	7	WVGA	300	400	
912	7275	EMUI	2.3.4	0	xiaoqi	Default	2	4	0	3	0	8	3	9	WVGA	0	500	
913	7249	EMUI	2.1.3	1	zhuanjia	NewRoman	0	3	3	9	7	6	0	5	HD	1000	200	
2966	6957	zhouming	1.2.0	1	xiaoting	Consolos	1	0	5	2	1	4	3	1	WVGA	300	400	
1830	6468	yangcheng	1.3.2	1	xiaoting	Consolos	0	1	2	1	5	1	6	0	FWVGA	1000	3000	
522	9869	zhouming	1.2.0	0	xiaoting	NewRoman	5	5	0	3	8	6	5	6	HD	500	2000	
2965	1672	EMUI	1.2.0	0	zhuanjia	NewRoman	2	4	5	4	6	6	1	8	WVGA	200	400	
1831	2200	yangcheng	1.2.3	0	husheng	Consolos	1	0	0	4	3	8	0	5	QHD	1000	300	
521	1390	xiaoqi	1.2.0	1	zhuanjia	Cooper	2	1	1	9	1	2	6	5	QHD	300	3000	
2964	6862	yangcheng	2.3.4	1	xiaoqi	NewRoman	4	3	5	5	9	1	5	4	FWVGA	100	0	
1832	2781	EMUI	3.0.1	0	zhuanjia	Consolos	1	3	0	4	3	6	0	1	WUXGA	400	2000	
524	7770	yangcheng	3.0.1	0	yangcheng	Consolos	3	0	5	9	3	2	7	8	HD	200	3000	
2963	6746	husheng	3.0.1	1	zhouming	NewRoman	4	3	0	5	5	4	6	9	WVGA	200	300	
1833	7627	husheng	2.3.4	1	zhouming	Default	4	2	0	5	3	4	6	7	QHD	500	3000	
523	1096	xiaoting	2.3.4	0	zhuanjia	Cooper	0	4	2	4	0	8	4	6	FHD	400	500	
2962	1630	yangcheng	1.2.0	0	zhuanjia	Consolos	0	4	5	3	1	4	4	0	HD	500	1000	
908	6492	EMUI	2.2.2	1	xiaoqi	Default	0	3	4	3	7	5	1	5	QHD	1000	300	
2961	4657	zhuanjia	1.3.2	0	xiaoting	Default	1	4	4	5	9	6	0	3	WUXGA	3000	400	
907	1186	zhuanjia	2.1.3	1	zhouming	Cooper	5	1	0	8	4	7	7	4	WVGA	200	300	
2960	8297	zhouming	1.2.0	1	yangcheng	Consolos	3	2	4	3	0	5	1	6	WUXGA	100	0	
520	4279	xiaoqi	1.2.3	0	zhouming	NewRoman	1	1	5	5	1	1	2	2	WVGA	300	1000	
909	5765	yangcheng	3.0.1	1	EMUI	NewRoman	4	3	3	3	0	4	5	5	FWVGA	500	100	
1838	2042	xiaoting	1.3.2	1	EMUI	Cooper	5	1	4	5	4	2	4	4	WUXGA	200	400	
1839	3566	husheng	2.2.2	1	zhouming	Cooper	5	2	4	5	4	7	8	0	FHD	3000	500	
529	9168	yangcheng	1.3.2	1	zhouming	Consolos	1	1	0	1	0	8	3	3	FHD	500	200	
1450	1667	zhouming	1.2.0	0	husheng	NewRoman	4	4	2	6	7	2	5	9	WUXGA	3000	300	
1451	5480	xiaoqi	2.2.2	0	zhuanjia	Cooper	1	1	5	9	2	9	7	4	HD	3000	500	
1834	4663	yangcheng	1.3.2	1	xiaoqi	Cooper	0	3	0	5	6	4	3	2	FWVGA	3000	1000	
526	8888	EMUI	2.2.2	1	husheng	Cooper	0	3	3	4	9	3	4	0	WUXGA	0	1000	
2969	6718	EMUI	2.1.3	1	zhouming	Consolos	1	0	3	6	5	9	3	3	WVGA	3000	3000	
1835	3257	yangcheng	2.1.3	1	xiaoqi	Cooper	2	2	3	3	6	8	2	5	FHD	100	500	
525	7174	xiaoting	1.2.0	1	zhouming	Default	5	0	5	6	6	5	1	3	FWVGA	200	300	
2968	4864	xiaoqi	2.2.2	1	EMUI	NewRoman	0	0	2	3	4	4	1	6	WUXGA	3000	500	
1836	4077	husheng	2.3.4	0	EMUI	Consolos	1	3	0	5	2	8	1	0	WVGA	0	3000	
528	6885	zhouming	2.1.3	0	zhuanjia	NewRoman	5	4	2	7	8	0	9	4	WVGA	2000	0	
2967	8494	husheng	2.1.3	1	xiaoqi	NewRoman	3	3	3	6	3	6	7	0	QHD	100	400	
1837	2903	xiaoting	1.3.2	0	zhuanjia	Consolos	4	3	0	1	1	0	6	2	WVGA	500	100	
527	1170	xiaoting	1.2.0	0	EMUI	Consolos	0	3	4	6	8	9	5	4	WVGA	500	2000	
989	2618	zhuanjia	1.2.0	1	husheng	Default	0	2	2	2	6	8	6	9	FHD	2000	300	
988	2276	husheng	3.0.1	1	EMUI	NewRoman	4	5	2	2	8	1	0	6	QHD	500	3000	
987	4019	yangcheng	1.2.3	0	xiaoqi	Consolos	1	1	2	5	4	0	1	8	FWVGA	400	500	
2111	3594	yangcheng	2.3.4	1	EMUI	NewRoman	4	4	4	5	3	4	7	2	QHD	1000	500	
571	7399	EMUI	1.2.3	1	xiaoting	Default	3	0	5	0	0	4	9	3	FHD	3000	3000	
2110	5237	zhuanjia	1.2.0	0	yangcheng	NewRoman	5	2	4	2	0	2	0	7	FHD	300	100	
570	2251	xiaoting	2.2.2	1	EMUI	Consolos	0	1	4	7	2	4	7	7	FWVGA	100	3000	
982	7663	husheng	2.2.2	1	zhouming	NewRoman	0	3	0	4	0	0	0	2	FHD	0	1000	
981	4525	zhouming	1.3.2	1	zhuanjia	Consolos	1	2	0	2	1	1	0	4	FHD	1000	0	
980	1460	xiaoting	1.3.2	0	zhouming	Cooper	3	4	2	1	2	4	6	8	FWVGA	300	400	
986	6396	zhouming	2.2.2	1	xiaoting	NewRoman	0	2	4	4	5	8	5	9	QHD	400	100	
985	3772	xiaoqi	1.3.2	1	xiaoting	Default	5	0	0	7	2	6	0	7	FHD	400	300	
984	5176	EMUI	2.3.4	0	zhouming	Default	2	3	0	5	1	9	7	9	FWVGA	300	0	
983	1200	zhuanjia	1.2.3	0	EMUI	Consolos	4	4	2	5	7	1	6	7	FHD	100	200	
2109	1959	xiaoqi	2.1.3	1	EMUI	Cooper	5	0	1	9	6	4	0	2	FWVGA	200	300	
2992	1092	xiaoting	2.1.3	1	zhouming	Default	1	3	3	5	7	3	9	6	HD	1000	400	
2103	6585	xiaoqi	3.0.1	1	husheng	NewRoman	3	2	3	1	9	4	1	4	WUXGA	200	1000	
574	4765	zhouming	1.2.3	0	xiaoqi	Default	2	4	1	0	5	3	6	9	FHD	200	1000	
2993	6445	EMUI	2.3.4	1	yangcheng	Default	2	4	3	6	7	2	8	3	FWVGA	400	100	
2104	8222	xiaoqi	1.2.3	0	EMUI	NewRoman	2	3	2	7	0	0	2	5	FHD	400	1000	
575	2268	husheng	1.2.0	0	yangcheng	NewRoman	2	5	4	2	6	9	1	3	WVGA	0	0	
2994	6191	EMUI	3.0.1	0	xiaoting	Default	4	5	0	3	6	5	7	2	WVGA	200	1000	
2101	6786	yangcheng	2.1.3	1	xiaoqi	Consolos	1	3	2	5	5	6	2	4	FWVGA	400	1000	
572	8106	zhuanjia	1.2.0	0	husheng	Consolos	3	4	1	6	9	0	0	6	WVGA	300	2000	
2995	6178	yangcheng	2.2.2	1	EMUI	Default	4	4	5	2	9	9	6	7	FHD	500	100	
2102	6561	xiaoting	1.2.3	0	xiaoqi	Default	4	0	1	0	0	8	2	9	FWVGA	200	300	
573	3546	EMUI	1.2.3	1	xiaoqi	Consolos	1	3	1	4	8	6	0	8	FHD	100	300	
2996	1380	yangcheng	1.3.2	0	husheng	Default	5	2	4	7	0	6	8	8	WUXGA	300	1000	
2107	3424	xiaoqi	1.2.3	1	yangcheng	Consolos	1	5	3	6	9	6	5	3	WVGA	200	100	
578	8578	xiaoting	1.2.3	1	husheng	Default	2	0	4	7	1	2	2	6	WVGA	0	300	
2997	7852	xiaoting	3.0.1	0	yangcheng	NewRoman	2	1	4	9	7	8	8	0	QHD	200	1000	
2108	7653	zhouming	1.2.3	1	yangcheng	Cooper	0	3	4	3	7	5	6	6	HD	2000	500	
