0rNNZ33Hj5T4cDmu	1369,1403,1797	H30-U10	\N
08kkHmNXtEnZYMCk	595,207,174,630,446,2084,1712,1547,1847	H30-U10	high
0FLomrYvqwjlbQHa	747,508,1185,1310,317,1741,947,2927,2625,2322,2596,2657,1921,837,1006,2431,1377	H60-L01	rare
0cx6Z2MGgWiFwXd4	786,1577,1541,797,1811,2110,2437,1979,805,1776,1384,1444,1726,2879,215,300,1215,897,637	P6-T00	\N
0sRO3MM6pLJbaOxN	239,2819,1916,764,2676,680,2646,1905,1679,2949,1287,981	\N	rare
0LlBGWe8xQ3NZWY1	1852,2957,2402,2419,819,246,453,1978	Honer6	\N
0szz98jkzSli1uZR	789,2006,1713,2817,215,391,1862,269	CHE1-CL20	rare
0NME5zgSGSSwCDyS	2662,831,1689,14,2978	荣耀畅玩版	high
0FFScOiTTNomN7el	1670,2210,1330,486,2737	荣耀畅玩版	high
0S9UlO7ep7VN4k4d	2391,342,2217,2202,2597,1914,175,2037,1464,212,2209,1281,13,861	Honer6	\N
0YIgE4qCguQHhNXr	441,2583,2149,2298,1445,1816,1875,1692,1433,2155,1377,1471	U9508	high
03zTTMElNwIB3vCc	2249,1938,22,2483,1165	SC-CL00	rare
05l4sh1ssMBbOOY8	1986,100,1694,2771,983,1030	H30-U10	normal
0K4KhmwrcRy08aKJ	1504,2729,2520,681,261,738,677,2550,503,28,913,363	P6-T00	\N
0LCsETBGQtY9Uzbk	1102,1473,2802,1516	Mate7	rare
0drKRB0t6Hz1ZRps	804,2068,403,215	Honer6	high
0Helnz0cxOA4j4q0	428,1074,2927	Honer6Plus	rare
0e1rtjONUnMsaUDW	1337,1187,2823,1845,1365,1847,164,567,1322,459,596,2275,1423,929,1316,2063	H30-U10	high
0htoA6iV1r1P5zPG	462,701,2560,1005,1682,1522,2832,679,1010,2362,183	SC-CL00	high
0JvuewSjUG3qmDmK	1116,746,184,535,2712,2920,129,1245,2317	U9508	normal
0foC3i0l3AHMERSh	2778,1974,2990,768,2895	P7	high
0fjF7C0u8znS6obX	2034,2855,1282,601,1960,1455,2706	\N	rare
0VlBIqgWxlddatOX	532,2037,1055,2190	Honer6Plus	high
0pS6ZqwpgEotxrMP	2339,799,1228,330,1947,1791,1104,121,241	P6-T00	\N
0noYpJwYJhUD9dmN	549,615,412,96,673,1606,288,2016,2928,2597,320,634,2431,1240	U9508	high
0Olo3SX6Vq0SvMwH	1611,1699,76,1541,1983,497,2606,995,602,1862,2722,2668,328	荣耀畅玩版	normal
0Pp5Ig29LVa8zNC9	1253,155,1108,1890	CHE1-CL20	\N
0W44sthRzabIKZ0G	1926,2252,1985,2952,955,2753,2193,2058,1047,2892	荣耀畅玩版	high
0PlS5dejpNipgvBP	1017,114,1219,2575,604,673,827	H30-U10	high
0qX1HV6hZR79jkEO	882,1733,2447,2206,381,470,556,2199,1777,2594,2450,1559,1240	Honer6	rare
0bowUXOgC0yDFkGX	1942,2002,1337,1762,2887,2341,198,195,2706,768,2635,2999,2791,2603,2155	P6-T00	rare
0IULerQ0D9mlOsaA	2017,2527,654,1476,848,2597,801,1783,2744,1964,798,58,1451,2841	P6-T00	\N
0JRbDSCxliPJSrDb	922,2970,310,2369,1248,1329,128,2026,1944,241	Honer6	\N
0KKrgLty6v9sIqfy	1425,2818,37,2866,541,76,2877,2500,2791,390,1792	U9508	rare
0zdBgdh87U7RXj6a	2336,1970	荣耀畅玩版	rare
0O23LGhggLtUhAoh	2880,415,1175,2548,1095,711	U9508	rare
0VfUWKx3gPVBI4q1	1375,1355,2698,2399,485,2803,2950,1964,1057	Mate7	high
0AKI2wRbDmew5BEp	87,2128,839,1783,1916,1556,2691	CHE1-CL20	high
0AKBBf6imd9K6scK	2827	U9508	rare
0rOmupS8wquBuGep	2167,1058	\N	rare
0PZZZpOqcppMfo53	50,1837,596,1474,2813,2156,934,120	CHE1-CL20	\N
0IM61K6LAFnxlGqe	1101,2988,375,1849,1918,2074,1497,970,1201,2186,1747,1593,903,2328,809,2242	SC-CL00	\N
0bOdxK165DPIaJxG	1565,2302,2869,1939,2781,2714,2593,1751,2549,916	H60-L01	normal
0zSY2HXAE7OoQtZa	2410	H60-L01	high
0tweoE377VKL33LA	907,505,955,1069,2363,1277,1996,1827	P6-T00	rare
0T2OhzSJYrlAu0fF	2489,20	H30-U10	rare
0bxu5vgySk89nyY5	516,2132,1424,2236,2130,1194,469,74,2421,2353,2897,2053,1754,2635,777	CHE1-CL20	\N
0oi1PRAVjQmvxisS	2838,2734,1458,717,541,950,1124,934,1537,2720	Honer6Plus	high
0g0AjLz5wqlxrFwi	2016,1118,1594,1004,2418,1951,678,710,1704	P6-T00	\N
0RClbpA8iqQfVQEY	2822,411,1374,1719,2642,2282,1192,1571	Honer6	rare
0MfBdzLqsT9Rmeuy	510,1034,822,2387,1886,1309,296,2802,1930,1379	\N	rare
0Kxk0t6qA5Mp6bfB	2302,2066,1222,2464,2106,1366,161,1708,465,2927,1355,1278,2695,2998,1619,1862,63	CHE1-CL20	\N
0xrPZm60RnzPun0e	239,2407,1848,1764,1771,193,1840,497,376,741,1290,1984,1269,1727,2360,2752,1856,2209,363	SC-CL00	normal
0PWlSYhB7tfTu0YT	579,1371,1710,2501,227,2530,2975,461,807,1080,698,766,80,248,260,1831,180,1455,998	Mate7	normal
01JbYiIGjMu91Liw	2718,2957,1407,1034,985,1310,2714,97,1706,2699,455,1591,1245,2905,2157,28,2961	CHE1-CL20	normal
0KskSny0P2StrnSd	2651,182	H60-L01	high
0Tol3KxK1PvFNI7B	1494,2809,278,1809,2557,289,2865,59,1283,1208,2905,1045,536,240	SC-CL00	high
0lGJZnUozzD9qm6d	1883,2509,1200,868,2371,2007,446,1660,2315,919,2247,2195	SC-CL00	rare
0Yy3w1N5KMnbh9ik	2838,184,1191,995,2863,1335,1978,379,388	Mate7	rare
0HWfaBNgIUYHjAZo	627,2632	SC-CL00	normal
0bzRdGF7PNW0KNAw	1375,714,908,1234,1902,1329,843,1141,1349,1498,1675	H30-U10	\N
0dMixQSbzO2g7se3	2561,387,2693,2691	Honer6Plus	\N
0G5COpu6n9lytT5T	2066,952,799,2262,2044,672,1359,117,1870,191,1988,782,873,332,1967,1518,2873,2424,363	荣耀畅玩版	rare
0Os1qxsoffytpg4i	958,1127,2906,632,1198,1044,132,1530,659,1742,2669	U9508	normal
0TJ2l5ZNkDMpWXq0	1671,474,140,559,377,118,1719,2254,155,1476,1629,2053,630,1295,334,874,1416,2276,879	H30-U10	normal
0WTLmhXDCUGlAsvh	685,714,2542,2271,1022,2174,2171,1606,804,85,2327,905,453,656,391	\N	normal
0VrvphlRYSlmGvPw	2306,2749,1579,1024,1434,951,2616,1408,721,2126,2247,2027,844,1420	CHE1-CL20	\N
02lQArfHc06qEWxI	1853,2372,2205,1131,917,527,75,1897,189,2056,573,1724,2181,2121	U9508	normal
0AFUp2KPBjigkSVe	2443,2303,1232,972,1228,692,108,214,1983,167,2015,2376,2788,2470	CHE1-CL20	\N
0UPkmpPcYbtVYJXb	69,2923,2059	P7	high
0iMwC0YcDihHOceC	1409,684,1645,812,301	Honer6	normal
0n0SmocDIFvL8KKz	1373,1551,2950,793,1442,2450,1516,1040,385,1518,960,1376,639,1483,2788	P7	\N
0Fn7UXgf8pnngMol	2132,235,2340,819,1333,1271,1595,2903,2906,1177,1043,1856,1209,2276,300,330,2030	Honer6	\N
0kon7bcErQiX77l9	2048,1762,2492,907,1111,2878,46	\N	normal
0oQx4mdgeTR0B5nN	508,327,256,1020,1952,2396,572,1879,268,2655	H30-U10	\N
0g33UVANU6QxI2G8	1424,714,1681,52	P6-T00	\N
0sUVZJfRYtTRHtE7	2718,1407,2779,2712,2537,979,2524,1900,294,2563,1858,2278,1208	H60-L01	\N
0xP8vevlf8VWLiNG	1899,1384,1195,1276,1314,1535,2605,1247,2856,638,2570,75	P6-T00	rare
0lt8aTc7YNPMMmbQ	1853,2253,1957,1173,2325,1918,125,2414,2430,2142,1416,1570	\N	normal
0aMGb1cgS9ygj1Lk	533,2913,471,2291	U9508	high
0NCWJHMZg6eQXv3s	791,1017,2748,1832,1901,7,2890,1487,1419,2922,1028,331	H30-U10	high
0U3sPNWs11ORZ15h	2655	Mate7	high
09h0XrZuQ3SAnJ9W	1409,116,2594,1415,2996,1280,434,2569,1480	H60-L01	normal
0JzobdVfyqw4HORZ	2336,577,2680,2154	P7	high
0QY5yrfP5bTO1dsB	1269,2792,2932,1488,82,1515,2122,1705,912,2030	P6-T00	normal
0aWkDeJEEl4NTXZ8	341,2504,1059,208,982,740	Honer6	high
0dWamv0aTFpYdlHN	327,2166,2457,923,188,916,1797,2009,2094,1076,1996	H30-U10	\N
09MydZXI9f7ZuASG	1746,1424,1205,859,831,1450,121	Honer6Plus	rare
0dZEzeHC2EyyVW9Q	1882,518,546,1335,1675,1226,51,1837,1984,2933,2520,628,391,420	U9508	rare
0TqdfFOt9Q4UR3aO	2898,652,908,253,2802,2981,2937,1283,2136,1481	H30-U10	normal
0ZEaeIinuycJq9X2	1457,1583,1067,342,2821,200,2533,705,2040,2772,2947,912,792,2117,1682,697,1141	Honer6	\N
06v1tJbDBBP1PMqN	550,2557,2957,1064,2102,22,679	荣耀畅玩版	rare
0Hv9j6CS8D0AT9fo	427,2476,1901,2282,1041,2500,2618,1471	\N	normal
0ZF728PlsHFcfBz1	80,660	SC-CL00	\N
0OiuOfl84Crp0zRT	1186,408,2984,472,650,978,677,2173,1467,706,2136,2974,1681,2833,294,572,929,2364,966,2453	CHE1-CL20	rare
0rfOziqdokwsfOna	2002,1401,1732,2849,1614,2503,584,2683,404,289,534,807,1994,1967,2845,1966,1422	SC-CL00	high
03gZo5kt5fLKEHLt	684,2886,2987,2309,831,1773,2599,2933,2147,2971,1517,1892,607,448	P6-T00	high
0PiXDOUXYYs3kSdV	1715,2813	荣耀畅玩版	\N
0amOHZMpyyGgFvGT	2443,33,706,2791	Mate7	rare
09JfjxcK2GHQPs7e	2510,511,2821,1338,2318,1031,1704,728,1325,1834,1630,1557,2906,2210,2425,1077,302,1243	\N	high
0uGsyVogc0OgYCoS	235,784,1944	H30-U10	high
03p7Y0qMEYsuMM6R	425,2151,2034,494,598,1815,2104,333,1543,406,2705,539	Mate7	high
0X70UT9zhxZZEmp0	787	H30-U10	rare
0khuRdbbzHZ3qMiZ	409,1667,829,2448,1029	CHE1-CL20	high
0VJWYO4ULuOdPTgb	729,1305,1902,2115,797,74,1344	H30-U10	high
0ABM7MjZnW2e1H4P	654,1340,248,265,62,2122,1196,792	P7	\N
0wPsBetEJPwG2oil	785,453,2740,796,815,845	Honer6	normal
0f73u6Mbc33Srmoj	2765,2039,782,2742,265,1791,498	P6-T00	high
0AYP1w8QaZ5dIIP8	2703,206,619,644,846	\N	rare
0Zlv1UrMFZhnu76M	478,1409,2525,546,1590,1720,1843,2874	Honer6Plus	normal
0APeEvGHWTm5llem	2002,2811,546,923,2644,1851,2130,2770,893,708,1257,2228,2559,2124,2482,605	H30-U10	high
0xng2zuXziPshUir	2017,1075	\N	rare
0JdzmpGBRjSN6LL1	1036,2577,2402,584,1739,2949,2438,983,2052,2765,2176,2574,663,1722,1378	P6-T00	high
0ct5vHXfX4IPpyI1	1925,580,2230,345	H30-U10	normal
09p4DlEAmYkzHUzR	1083,957,1017,2083,2249,293,1175,2709,1590,1856,1453,194,2978	U9508	rare
0nG0sdwYrEUKLYyg	1852,984,887,2380,160,1392,1568,493,668,2457,263,1563,1619,929,1929,810,896	U9508	\N
0jlQsdtzDOLlgyba	581,40,2982,778	U9508	high
0c3Rh7BlmTp1T6UW	1549,2472,1882,2267,1737,2743,1906,2804,1659,288,2626,2930,1474,1556,1376,1757,2840	荣耀畅玩版	high
00mG3wuvzgUL38t3	910,1067,187,905,2010,524,244,1992,1122,1138,2842,1379	荣耀畅玩版	\N
0pgJhMf0hVPYJqgc	1187,235,656	P7	high
08mmTJWXMvghESXr	1438	CHE1-CL20	high
0EQxU3GE4xlnCh7h	745,2222,726,75	荣耀畅玩版	rare
0wzAQKfTX1FRMeQJ	2287,55,1444,1936,1591	Mate7	normal
0tJ5D1gBPJvpEu2c	1975,2865,2594,2102,974,1023,1471	Mate7	\N
02Tci6dN3M0vrF3C	592,2794,1919,1726,76,1933,57,1062,863,1894	\N	\N
0P2gx1JEufdXqPbB	2164,1578,200,1039,2578,1127,2047,1169,1716,2423,1681,80,972,1994,92,2846,2059,2515	SC-CL00	\N
0gx2ji4yaja3P4QI	37,888,228,2892,1569,155,1080,1206,732,665,1207,2251,1174,299,2395,451,2367,120	Honer6	rare
0w1vO4P34hQPmKyP	2037,2920,890,2772,1878,344,1256,1987,2847,92,335,1519,2181	Mate7	rare
0TNftTS7oW4RetPt	1823,1642,1457,1915,207,2916,1916,1579,524,2895,1740,2824,711,760,257,562,247	CHE1-CL20	\N
01AWkPgnX8au33Rx	2897,511	U9508	\N
0IcXiUc7R5TzlI4v	566,1837,2050,1298,78	H30-U10	rare
0vXE4uG6KR8ViDkb	730,2059,640,2470	H30-U10	high
0MYGvaCt5H1Owj7K	2899,1844,1889,1381,2432,1879,2426,2229	H30-U10	normal
0SSWSSgpQgwFzxuj	2421	Honer6Plus	\N
0AvLsRgmsb2eGOv6	1913,1762,925,1401,114,203,1884,2948,2546	Honer6Plus	normal
0lZnGF2sCQ682tOB	1003,1954,1397,2450	H60-L01	rare
0lcV0EJoBEAqLYUc	2,822,684,232,435,1088,1198,1196,2423,2186,541,455,2689,1788,999	SC-CL00	rare
0eps9QSKs4BIfoOL	1192	SC-CL00	rare
0WOuXCMzGFNvWasB	1745,1731,306,2162,1592,2851,2412,1312,1178,2637,151,1360	Honer6	normal
0OCOySEP3pQJpcfx	2203,2818,2536,2649,282,1163,131,496,2323,2322,2285,426,1835,295,487,693,1214,1107	CHE1-CL20	\N
0PfhIgQ7Kt9hZKlW	2001,200,1129,2290	SC-CL00	rare
0i7Q9FCJfPYMU8yR	2734,49,1161,94	H30-U10	\N
0tNdgJ1KFclHnXZO	2750,1668,2883,207,337,507,2860,799,1639,793,1359,1593,2554,2632,2448,124,88,2546,2030	U9508	rare
04RY3s8POD8xrPZ7	493,1745,2307,715,2673,2354,1869,1380,2043,693,1722,2894,2137,2031	P6-T00	rare
0mveTwCHvrgvFRJ1	254,2537,1662,36,680,1903,1574,1451,2585,1773,1911	CHE1-CL20	rare
0kJwFidd6hMMP02T	881,1309,2608,172,110,2535,899,1808	H30-U10	normal
00iSd9fmWzusNcX2	1939	荣耀畅玩版	normal
0RZ93zHW5bS983he	1220,2811,2068,2009,2923,1639,2045,2857,1531,2488,1087,2595,2281,1713,601,2024,2634,2911	SC-CL00	normal
0UGEJ2e9EDNiKY49	517,1702,2339,2713,172,644,795,225,1565,2184,772,866,942,1865,1593,2797,692,1589,602,1722	Mate7	rare
09kiiWA61pjkSS1V	1866,2597,1924,2696,507,1282,2996,585,2828,1999,1318,2684	\N	high
0my7hTDg98Hq5tS5	2303,32,279,2267,2802,2174,2261,1542,1543,1706,195,156,2933,722	H60-L01	rare
0w3JxiK1t6T4v0S3	550,103,2271,1370,2887,1697,704,798,1396,2501,2466,2109,190,1504,1447,2190,2555,1929	荣耀畅玩版	normal
0xO3213BW9YRXU0B	2627,1251,1782,368,1871,1936,2953,2901,1523,2900,1932,1296	Honer6Plus	normal
0XupMkKHIEBdrAuI	926,2748,654,3,1816,1875,2076,1569,2594,2548,92,57,931,2721,2031,2874	U9508	\N
0410Z5U40YFGegBI	1927,1322,442,594,1206,764,1798,2448,167,725,423,2030	H30-U10	normal
0soo3kQNifsWJMs4	2811,1103,1700,1189,2921,1739,1333,1028,226,1705,2459,1238,974,2331,1314,2878	H60-L01	rare
0oTxcxY9dmLKL82z	2615,289,273,670,2712,1491,1174,694,162,2519,161,2079,423	CHE1-CL20	rare
0VkGmvecpIG9Lrf4	553	H60-L01	rare
05uLNgDYeyMbLHnb	2050,1373,1574,992,335,1057,2756,539,44	CHE1-CL20	high
0F8ICc9FV6S902bI	103,1460,733,1189,525,1739,452,2757,590,2707	Honer6Plus	rare
0rqCx0lKoteWRUcQ	2472,580,2264,887,1815,2768,197,2378,1225,497,319,1001,1271,462,1990,2766,1104	H30-U10	rare
0qYphapRz3mBo1lQ	1767	H30-U10	normal
0NShN7YMgHsegiiP	2050,2339,2507,2729,1115,905,1365,1709,2484,1107,2377	\N	high
0qaXWAWjChBtOoqu	205,139,770,2578,2817,2160,2573,1141,1796,2531	P6-T00	high
0PlGy7efJarrvbQj	1728,2304,2001,2163,1022,2444,2924,1570,1302,1842,1091,2565,251,56,960,1045,2243	P6-T00	rare
0Jxce1rtVDIiXiZA	580	H30-U10	rare
0C7hXI7P6oo5ojZ3	535,495,235,972,1639	H30-U10	rare
0mVn1cYknXchEgo4	2776,2509,1431,2987,380,376,981,2557,1687,1662,2494,452,1960,689	H60-L01	high
0vBU31AV805eZf3T	1442,2644,1563,813,916,2878,1259,930	U9508	\N
06WUTTJBrYBxZAvC	2442,746,942,1504,514,635,312,2891,525,543,1879,2426	\N	\N
0Se4RCeUsdc1IXrb	609,959,1460,1628,1412,2074,11,437,2197,1318,2199	H60-L01	rare
05mFJkOJ9UJtt0PE	1670,1156,228,1361,194	Honer6	\N
0wCXePMLNDs22wyh	1855,2407,1984,2747,1086,1178,208,2856,1302,2393	H60-L01	\N
0mFXoJfYbXqRy8EB	560	P6-T00	\N
075qAImAnxcgDP0c	1302	\N	high
0PIjaSVQJkFZyAns	2149,127,318	P7	rare
0W93JoCwz9odI3ed	2510,278,2781,905,491,1463,2709,2397,2241,73,1843,1242	H30-U10	normal
0WX75W3Ug0kotDW5	1927,1082,353,215,2293,1998,2685,1636	U9508	rare
0wqqitmlAGTuqbxI	1525,1116,1427,2987,720,2224,300,1741,1536,2110,2706,1809,1721	P7	normal
0OFaKSh3jnbrhqnr	2474,848,991,2595,499	Honer6	rare
0POfjHNkQ1S5b5yL	1583,2958,1458,143,2708,314,2703,87,1148,53,697,1824,2123	SC-CL00	\N
0EGFL7OWgIFwDb2k	2473,1023,2623,2635,1537,777	荣耀畅玩版	high
0bx6SrUmoAVmV1W1	1886,2781,1765,681,2172,2856,437,1772,591,2737,1289,699,2493,1283,967	P6-T00	normal
0tzeTPZWtc43G3vS	1479,2442,251	P7	normal
0qYv3ouXrlphga9P	1765,1108,2964	荣耀畅玩版	rare
0FUZEDrTTBcvu3YF	1220,170,1668,1886,1006,502,543,2681,1519,2741,377,224	Mate7	high
0MYQUaCwR0JK9EWU	1642,1359,1081,1266,1545,1593,2325,2676,2550,2157,1302,1843,2669,1996	Honer6	rare
01y3QwpDpEktPVyu	2700,2597,2140,1993	CHE1-CL20	\N
0Q4neZpWaDirGH2g	1659,2675,185,580,1173,1614,92,1245,194	Honer6	normal
0Y3OkOCqPzxYWDay	1019,1544,1370,1540,1606,2046,1436,974,2797,2900,1888,783,1856,423,388	SC-CL00	rare
0YtjtkVAHQP57oaP	2581,2810,2472,1340,1463,2403,2318,1469,1605,566,1958,773,1991,2114,1449,1994	H30-U10	high
08VP3YHanhpLrOko	713,2899,2928,548,19,1149,2251,1178,146,1846,2603,1978	CHE1-CL20	high
0aFDUY4KHErM4h88	2929,655,1035,904,1651,842,1195,1770,2334	U9508	\N
0gvrEoOCHM5n5L14	1101,2405,1503,2319,285,2491,2594,839,2113,1952,2461,1786,1073,810	H60-L01	\N
0JedHz7pFAkJ8MPv	1546	U9508	rare
0hMQ34rOoXqEl3p6	305,937,2835,1871,1522,2715,1176,743,643	CHE1-CL20	normal
0G9kdBzIeemhtswY	519,1766,2227,2650,2773,376,1236,2390,2561,217,396,837,423,2691	U9508	normal
00GI0Ryfnlngd0hJ	493,169,2536,1901,2609,1546,2884,2208,2110,14,302	荣耀畅玩版	rare
061tZ93YrU1pKtvt	1972,992,314,2754,636	CHE1-CL20	\N
0H3NuRbC1pFbvTkJ	686,655,922,750,2506,2308,515,1950,2295,2174,1879,2118,1629,801,397,530,331	SC-CL00	normal
0yedCJ9LAxF33zBl	2477,148,1302	P7	high
0du6IZKBLJTa5yk2	1744,2928,848,751,412,2369,1666,1041,2936,1796,2224,967	SC-CL00	\N
058jgGxCgZbhSpmN	1915,2103,2308,2042,2653,2318,915,1288,1118,534,1561,1267,52,2090,1209	U9508	high
0PAbLEqGs2QVqRQx	986,1609,1761,143,97,2700,2420,154,290,2702,1561,270,2963,1654,2152,2720	H30-U10	\N
0XnF51ce1wNOATrk	102,342,4,1938,2503,1533,133,793,947,1956,2187,1834,244,602,1655,2689,2426,1962,538	Honer6	normal
02w2ZMY5cZddhbR7	2583,168,1401,39,2037,676,862,405,2287,1326,2115,1591,1786,2125,2483,91,2242,90	H60-L01	high
0aB1moIbtUr24vhI	1669,1548,2712,2267,194,2255,2698,1781,124,2791,450,28,1793	Mate7	\N
0XotFVmTowYmIso7	2184,1968,1969,1918,244,1607	SC-CL00	\N
0sxZClAapk98BHSJ	664,251,870,1489,2277,1636,319,2943,60	U9508	rare
0bzfwL10MkjzMaav	1524,936,939,381,1862,1791,1182,2943,981	Honer6	normal
02YFfl8uhn1Nqyb1	2810,309,337,1815,2252,2596,564,2865,1144,387,992,1074,2425,1512	P7	normal
0zv9ucFaVX7S9Knw	1567,2566,2508,2642,1615,1632,646,1518,481,2687,2619	P6-T00	normal
0sZniw4H2X3cJAfW	1913,1016,744,579,817,505,1916,1012,2585,285,187,2657,1080,2971,2188,1563,2494	Honer6	normal
0ffF3YcfjuRWiZmK	885,2917,402,1276,2590,2484,1181,1652	P7	\N
0gLLfcaJgLt3Mk1e	1567,524,1163,1280	CHE1-CL20	high
0KqpBYgRDJjmarHU	579,1459,544	SC-CL00	rare
0yI531XI30KOacUm	1299	P6-T00	rare
0zZCWeqpJGjFEk2o	1525,476,1442,1733,716,2114,2632,2211,825,1224,2895	SC-CL00	\N
0Uxt5jk6tMZ2mwCU	1525,2991,1184,2203,235,2069,2206,2648,1673,1774,1395,2654,2390,257,2492,1267,2902,634,243,2242	Mate7	high
0HPVf0xBve52p9bb	1779,48,1249,2767,955,1874,798,466,2170	H60-L01	rare
0rFAfs8Xxzpj10RX	2509,1003,190,2523,1771,485,2105,1542,1559,452	Mate7	high
0CJseBKfCChwtUea	2033,925,2713,681,2160,41,675,105,1119,671,770,1713,1799,815,2328	CHE1-CL20	rare
0nMGq8g3cJoCjNnG	832,2,1747,325,1578,458,1504,2715,1752,2009,1165,1928	Mate7	\N
0WcFnzhJ53ThjiCY	2959,1627,2103,201,1327,2890,2786,1040,2433,1983,195,363	U9508	normal
032U8gdPpuY6vLN4	2915,2103,1309,1950,1905,2709,2891,199,2439,1258,1977,105,1073,1513	Honer6Plus	high
0SF7MGfl0cRmpVvA	326,100,1458,1018,925,1035,787,515,150	荣耀畅玩版	normal
0dFY3gqPofJ57Pry	3,1216,530	H30-U10	high
0JJSWlFWlTlz0orD	1856	Honer6Plus	\N
0F69xhAGXCOkHQ5E	2202,1102,2096,681,1577,1261,1365,133,436,1946,2015,1470,499,1237,1356,2567,629,2846,873	P6-T00	high
0plNIvHxZtn11FhX	1883,2083,1223,237,2972,2238,1850,1329,2381,367,2392,2874	Honer6Plus	rare
03BCTj5xYfVUe9ir	1763,2305,1087,2022,1010,2721,1471,2047	Honer6	rare
0tUhYNAL3bFo3cDP	2012	P7	normal
0VeRC52a5S6SrdRD	205,2404,791,925,253,1037,2023,179,2549,1792,689	荣耀畅玩版	high
01fyNBGR6o8z7hFL	2816,66,2831,1498,892,2076,2288,2700,324,2766,1516,929,637	H30-U10	normal
010mLqbejKSz6bai	2541,1719,327,445,524,2741,2208,2471,1808	H30-U10	high
0fyur9LhtuFq6wYx	1630,2725,74	CHE1-CL20	\N
0lci6DmTJwDIZXBQ	2674,2000,1068,2633,109,166,827	荣耀畅玩版	rare
0wI8doHpTBfZD9ER	1202,156,217,2393	P6-T00	normal
0CXc7sVXpXo5wZKm	786,720,282,1649,1623,2289,1394,1166	H30-U10	normal
08vHK1Wghj5xKTqe	1786	H30-U10	rare
